LogId,BlockId,Timestamp,Level,Server,Component,PID,User,Message,FullLog,RootCause,Label
LOG0006313,blk_612124737,2024-01-01 08:46:02,ERROR,app-server,java-app,64421,user_0129,Read error on sector 20480,2024-01-01 08:46:02 ERROR [app-server] java-app[64421]: Read error on sector 20480,Disk Failure,1
LOG0006314,blk_340694353,2024-01-01 08:46:09,ERROR,web-01,postgres,31996,user_0029,Application deadlock detected waiting threads,2024-01-01 08:46:09 ERROR [web-01] postgres[31996]: Application deadlock detected waiting threads,Application Crash,1
LOG0006315,blk_788348402,2024-01-01 08:46:10,ERROR,web-02,cron,18117,user_0104,Kernel OOM killer activated pid terminated,2024-01-01 08:46:10 ERROR [web-02] cron[18117]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0006321,blk_364302569,2024-01-01 08:46:42,ERROR,proxy-01,sshd,44592,user_0049,Dependency service unavailable circuit open,2024-01-01 08:46:42 ERROR [proxy-01] sshd[44592]: Dependency service unavailable circuit open,Application Crash,1
LOG0006323,blk_416229924,2024-01-01 08:46:54,ERROR,app-server,network-manager,46687,user_0118,SMART error disk health critical,2024-01-01 08:46:54 ERROR [app-server] network-manager[46687]: SMART error disk health critical,Disk Failure,1
LOG0006334,blk_217247918,2024-01-01 08:47:46,ERROR,db-replica,network-manager,57807,user_0054,Buffer overflow detected in stack,2024-01-01 08:47:46 ERROR [db-replica] network-manager[57807]: Buffer overflow detected in stack,Memory Overflow,1
LOG0006340,blk_777876853,2024-01-01 08:48:15,ERROR,server-01,systemd,1188,user_0200,Unauthorized access detected from IP address,2024-01-01 08:48:15 ERROR [server-01] systemd[1188]: Unauthorized access detected from IP address,Security Attack,1
LOG0006343,blk_812932024,2024-01-01 08:48:32,ERROR,db-primary,redis,53736,user_0141,ARP table overflow network flooding,2024-01-01 08:48:32 ERROR [db-primary] redis[53736]: ARP table overflow network flooding,Network Issue,1
LOG0006344,blk_874268283,2024-01-01 08:48:38,ERROR,web-02,mysqld,7202,user_0093,Kernel OOM killer activated pid terminated,2024-01-01 08:48:38 ERROR [web-02] mysqld[7202]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0006351,blk_342091805,2024-01-01 08:49:13,ERROR,app-server,postgres,53082,user_0171,GC overhead limit exceeded,2024-01-01 08:49:13 ERROR [app-server] postgres[53082]: GC overhead limit exceeded,Memory Overflow,1
LOG0006357,blk_829508443,2024-01-01 08:49:42,ERROR,web-02,kernel,22833,user_0106,Disk controller failure reported,2024-01-01 08:49:42 ERROR [web-02] kernel[22833]: Disk controller failure reported,Disk Failure,1
LOG0006360,blk_841097160,2024-01-01 08:49:56,ERROR,server-01,kernel,27168,user_0062,Swap usage at 100 percent system thrashing,2024-01-01 08:49:56 ERROR [server-01] kernel[27168]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0006365,blk_124008143,2024-01-01 08:50:21,ERROR,db-primary,mysqld,19824,user_0062,Dependency service unavailable circuit open,2024-01-01 08:50:21 ERROR [db-primary] mysqld[19824]: Dependency service unavailable circuit open,Application Crash,1
LOG0006377,blk_339538288,2024-01-01 08:51:23,ERROR,db-primary,mysqld,11526,user_0136,Unhandled exception IndexOutOfBoundsException,2024-01-01 08:51:23 ERROR [db-primary] mysqld[11526]: Unhandled exception IndexOutOfBoundsException,Application Crash,1
LOG0006383,blk_311114693,2024-01-01 08:51:52,ERROR,db-primary,redis,46322,user_0049,Virtual memory exhausted cannot allocate,2024-01-01 08:51:52 ERROR [db-primary] redis[46322]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0006386,blk_387727612,2024-01-01 08:52:09,ERROR,server-01,redis,42878,user_0191,Disk timeout after 30 seconds,2024-01-01 08:52:09 ERROR [server-01] redis[42878]: Disk timeout after 30 seconds,Disk Failure,1
LOG0006388,blk_104808734,2024-01-01 08:52:18,ERROR,db-replica,kernel,1372,user_0124,SQL injection pattern detected in request,2024-01-01 08:52:18 ERROR [db-replica] kernel[1372]: SQL injection pattern detected in request,Security Attack,1
LOG0006392,blk_457491265,2024-01-01 08:52:39,ERROR,cache-01,kernel,49908,user_0045,SQL injection pattern detected in request,2024-01-01 08:52:39 ERROR [cache-01] kernel[49908]: SQL injection pattern detected in request,Security Attack,1
LOG0006402,blk_576973126,2024-01-01 08:53:26,ERROR,db-primary,systemd,19064,user_0151,Database connection pool exhausted timeout,2024-01-01 08:53:26 ERROR [db-primary] systemd[19064]: Database connection pool exhausted timeout,Application Crash,1
LOG0006410,blk_180573469,2024-01-01 08:54:06,ERROR,server-01,java-app,45895,user_0053,BGP session dropped unexpected reset,2024-01-01 08:54:06 ERROR [server-01] java-app[45895]: BGP session dropped unexpected reset,Network Issue,1
LOG0006414,blk_591588520,2024-01-01 08:54:28,ERROR,server-02,java-app,48145,user_0034,Filesystem corruption detected on /data,2024-01-01 08:54:28 ERROR [server-02] java-app[48145]: Filesystem corruption detected on /data,Disk Failure,1
LOG0006415,blk_679695008,2024-01-01 08:54:33,ERROR,server-02,cron,52015,user_0059,Kernel OOM killer activated pid terminated,2024-01-01 08:54:33 ERROR [server-02] cron[52015]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0006416,blk_566461446,2024-01-01 08:54:38,ERROR,server-02,sshd,6195,user_0182,Suspicious HTTP payload detected in request,2024-01-01 08:54:38 ERROR [server-02] sshd[6195]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0006425,blk_245725412,2024-01-01 08:55:24,ERROR,cache-01,sshd,52860,user_0151,DDoS attack detected high traffic volume,2024-01-01 08:55:24 ERROR [cache-01] sshd[52860]: DDoS attack detected high traffic volume,Security Attack,1
LOG0006428,blk_671817278,2024-01-01 08:55:35,ERROR,web-01,mysqld,32405,user_0063,Application deadlock detected waiting threads,2024-01-01 08:55:35 ERROR [web-01] mysqld[32405]: Application deadlock detected waiting threads,Application Crash,1
LOG0006430,blk_259357854,2024-01-01 08:55:47,ERROR,monitor-01,mysqld,46799,user_0120,DNS resolution failed for db.internal host,2024-01-01 08:55:47 ERROR [monitor-01] mysqld[46799]: DNS resolution failed for db.internal host,Network Issue,1
LOG0006442,blk_828830933,2024-01-01 08:56:47,ERROR,server-01,cron,55491,user_0013,Disk I/O error on /dev/sda1,2024-01-01 08:56:47 ERROR [server-01] cron[55491]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0006443,blk_300595156,2024-01-01 08:56:54,ERROR,server-01,systemd,42008,user_0160,Swap usage at 100 percent system thrashing,2024-01-01 08:56:54 ERROR [server-01] systemd[42008]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0006444,blk_562868851,2024-01-01 08:56:57,ERROR,proxy-01,kernel,24034,user_0095,RSS memory usage 98 percent critical,2024-01-01 08:56:57 ERROR [proxy-01] kernel[24034]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0006448,blk_629693754,2024-01-01 08:57:19,ERROR,monitor-01,postgres,14794,user_0106,Network interface eth1 link down,2024-01-01 08:57:19 ERROR [monitor-01] postgres[14794]: Network interface eth1 link down,Network Issue,1
LOG0006457,blk_356982172,2024-01-01 08:58:00,ERROR,db-primary,kernel,33950,user_0039,Port scan detected from remote host,2024-01-01 08:58:00 ERROR [db-primary] kernel[33950]: Port scan detected from remote host,Security Attack,1
LOG0006467,blk_540899380,2024-01-01 08:58:54,ERROR,proxy-01,java-app,37468,user_0113,Swap usage at 100 percent system thrashing,2024-01-01 08:58:54 ERROR [proxy-01] java-app[37468]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0006471,blk_117220222,2024-01-01 08:59:11,ERROR,web-01,mysqld,47562,user_0147,TCP retransmit storm detected on port 443,2024-01-01 08:59:11 ERROR [web-01] mysqld[47562]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0006472,blk_268652443,2024-01-01 08:59:15,ERROR,db-primary,network-manager,36207,user_0088,Dependency service unavailable circuit open,2024-01-01 08:59:15 ERROR [db-primary] network-manager[36207]: Dependency service unavailable circuit open,Application Crash,1
LOG0006476,blk_911169985,2024-01-01 08:59:37,ERROR,app-server,cron,37199,user_0034,Suspicious HTTP payload detected in request,2024-01-01 08:59:37 ERROR [app-server] cron[37199]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0006478,blk_665867801,2024-01-01 08:59:47,ERROR,monitor-01,postgres,27175,user_0050,Disk timeout after 30 seconds,2024-01-01 08:59:47 ERROR [monitor-01] postgres[27175]: Disk timeout after 30 seconds,Disk Failure,1
LOG0006482,blk_763538834,2024-01-01 09:00:06,ERROR,cache-01,redis,53291,user_0027,Disk I/O error on /dev/sda1,2024-01-01 09:00:06 ERROR [cache-01] redis[53291]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0006484,blk_175633670,2024-01-01 09:00:17,ERROR,db-replica,java-app,54042,user_0082,Swap usage at 100 percent system thrashing,2024-01-01 09:00:17 ERROR [db-replica] java-app[54042]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0006487,blk_338771784,2024-01-01 09:00:32,ERROR,server-01,network-manager,53610,user_0079,Database connection pool exhausted timeout,2024-01-01 09:00:32 ERROR [server-01] network-manager[53610]: Database connection pool exhausted timeout,Application Crash,1
LOG0006497,blk_648417181,2024-01-01 09:01:20,ERROR,db-primary,cron,28021,user_0174,RSS memory usage 98 percent critical,2024-01-01 09:01:20 ERROR [db-primary] cron[28021]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0006508,blk_649157220,2024-01-01 09:02:19,ERROR,server-01,java-app,57205,user_0062,Stack overflow error in recursive function,2024-01-01 09:02:19 ERROR [server-01] java-app[57205]: Stack overflow error in recursive function,Application Crash,1
LOG0006512,blk_423779645,2024-01-01 09:02:37,ERROR,web-01,postgres,51112,user_0002,RSS memory usage 98 percent critical,2024-01-01 09:02:37 ERROR [web-01] postgres[51112]: RSS memory usage 98 percent critical,Memory Overflow,1
LOG0006516,blk_895164268,2024-01-01 09:02:59,ERROR,server-02,systemd,11279,user_0017,ARP table overflow network flooding,2024-01-01 09:02:59 ERROR [server-02] systemd[11279]: ARP table overflow network flooding,Network Issue,1
LOG0006521,blk_776453181,2024-01-01 09:03:24,ERROR,cache-01,redis,64809,user_0162,Brute force attack on SSH port 22 blocked,2024-01-01 09:03:24 ERROR [cache-01] redis[64809]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0006522,blk_145543002,2024-01-01 09:03:26,ERROR,app-server,postgres,28761,user_0113,Privilege escalation attempt detected,2024-01-01 09:03:26 ERROR [app-server] postgres[28761]: Privilege escalation attempt detected,Security Attack,1
LOG0006523,blk_712872178,2024-01-01 09:03:33,ERROR,server-02,java-app,35000,user_0171,BGP session dropped unexpected reset,2024-01-01 09:03:33 ERROR [server-02] java-app[35000]: BGP session dropped unexpected reset,Network Issue,1
LOG0006528,blk_939867750,2024-01-01 09:03:59,ERROR,web-02,sshd,30138,user_0024,DDoS attack detected high traffic volume,2024-01-01 09:03:59 ERROR [web-02] sshd[30138]: DDoS attack detected high traffic volume,Security Attack,1
LOG0006535,blk_310643133,2024-01-01 09:04:33,ERROR,proxy-01,mysqld,25228,user_0142,Read error on sector 20480,2024-01-01 09:04:33 ERROR [proxy-01] mysqld[25228]: Read error on sector 20480,Disk Failure,1
LOG0006536,blk_516990187,2024-01-01 09:04:36,ERROR,db-replica,cron,21094,user_0095,Process killed memory limit reached,2024-01-01 09:04:36 ERROR [db-replica] cron[21094]: Process killed memory limit reached,Memory Overflow,1
LOG0006539,blk_581541821,2024-01-01 09:04:50,ERROR,db-replica,mysqld,52379,user_0106,Virtual memory exhausted cannot allocate,2024-01-01 09:04:50 ERROR [db-replica] mysqld[52379]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0006544,blk_735703932,2024-01-01 09:05:15,ERROR,db-replica,postgres,10897,user_0186,Connection timeout to 192.168.1.1 after 30s,2024-01-01 09:05:15 ERROR [db-replica] postgres[10897]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0006549,blk_484105725,2024-01-01 09:05:41,ERROR,db-replica,nginx,28281,user_0001,Brute force attack on SSH port 22 blocked,2024-01-01 09:05:41 ERROR [db-replica] nginx[28281]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0006556,blk_490754765,2024-01-01 09:06:18,ERROR,web-01,nginx,40876,user_0077,Read error on sector 20480,2024-01-01 09:06:18 ERROR [web-01] nginx[40876]: Read error on sector 20480,Disk Failure,1
LOG0006560,blk_542168167,2024-01-01 09:06:39,ERROR,monitor-01,network-manager,3831,user_0068,Bad sector detected at block 4096,2024-01-01 09:06:39 ERROR [monitor-01] network-manager[3831]: Bad sector detected at block 4096,Disk Failure,1
LOG0006564,blk_128513353,2024-01-01 09:06:59,ERROR,app-server,network-manager,29875,user_0176,ARP table overflow network flooding,2024-01-01 09:06:59 ERROR [app-server] network-manager[29875]: ARP table overflow network flooding,Network Issue,1
LOG0006567,blk_930714734,2024-01-01 09:07:10,ERROR,proxy-01,redis,10366,user_0084,Buffer overflow detected in stack,2024-01-01 09:07:10 ERROR [proxy-01] redis[10366]: Buffer overflow detected in stack,Memory Overflow,1
LOG0006579,blk_653091495,2024-01-01 09:08:12,ERROR,server-02,sshd,7307,user_0079,ARP table overflow network flooding,2024-01-01 09:08:12 ERROR [server-02] sshd[7307]: ARP table overflow network flooding,Network Issue,1
LOG0006580,blk_912965649,2024-01-01 09:08:16,ERROR,monitor-01,systemd,50116,user_0088,NullPointerException in UserService class,2024-01-01 09:08:16 ERROR [monitor-01] systemd[50116]: NullPointerException in UserService class,Application Crash,1
LOG0006595,blk_285044774,2024-01-01 09:09:31,ERROR,monitor-01,sshd,43175,user_0118,Write failed no space left on device,2024-01-01 09:09:31 ERROR [monitor-01] sshd[43175]: Write failed no space left on device,Disk Failure,1
LOG0006598,blk_248706839,2024-01-01 09:09:48,ERROR,db-replica,kernel,15331,user_0016,Suspicious HTTP payload detected in request,2024-01-01 09:09:48 ERROR [db-replica] kernel[15331]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0006605,blk_944241444,2024-01-01 09:10:20,ERROR,server-01,network-manager,46284,user_0112,GC overhead limit exceeded,2024-01-01 09:10:20 ERROR [server-01] network-manager[46284]: GC overhead limit exceeded,Memory Overflow,1
LOG0006608,blk_170920370,2024-01-01 09:10:37,ERROR,db-primary,mysqld,3980,user_0025,GC overhead limit exceeded,2024-01-01 09:10:37 ERROR [db-primary] mysqld[3980]: GC overhead limit exceeded,Memory Overflow,1
LOG0006613,blk_950196257,2024-01-01 09:11:00,ERROR,monitor-01,cron,59819,user_0018,Malware signature matched in process,2024-01-01 09:11:00 ERROR [monitor-01] cron[59819]: Malware signature matched in process,Security Attack,1
LOG0006614,blk_725881418,2024-01-01 09:11:05,ERROR,proxy-01,network-manager,9413,user_0062,Privilege escalation attempt detected,2024-01-01 09:11:05 ERROR [proxy-01] network-manager[9413]: Privilege escalation attempt detected,Security Attack,1
LOG0006619,blk_399674293,2024-01-01 09:11:30,ERROR,proxy-01,java-app,42427,user_0079,Memory leak detected in application thread,2024-01-01 09:11:30 ERROR [proxy-01] java-app[42427]: Memory leak detected in application thread,Memory Overflow,1
LOG0006620,blk_282520146,2024-01-01 09:11:35,ERROR,web-01,postgres,40477,user_0066,Memory leak detected in application thread,2024-01-01 09:11:35 ERROR [web-01] postgres[40477]: Memory leak detected in application thread,Memory Overflow,1
LOG0006629,blk_605470642,2024-01-01 09:12:20,ERROR,server-02,java-app,7837,user_0039,TCP retransmit storm detected on port 443,2024-01-01 09:12:20 ERROR [server-02] java-app[7837]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0006635,blk_273873567,2024-01-01 09:12:50,ERROR,monitor-01,systemd,3750,user_0118,Bad sector detected at block 4096,2024-01-01 09:12:50 ERROR [monitor-01] systemd[3750]: Bad sector detected at block 4096,Disk Failure,1
LOG0006644,blk_607639912,2024-01-01 09:13:37,ERROR,web-02,sshd,40472,user_0097,Privilege escalation attempt detected,2024-01-01 09:13:37 ERROR [web-02] sshd[40472]: Privilege escalation attempt detected,Security Attack,1
LOG0006651,blk_475886029,2024-01-01 09:14:14,ERROR,server-02,nginx,3168,user_0168,Memory usage exceeded 95 percent,2024-01-01 09:14:14 ERROR [server-02] nginx[3168]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0006665,blk_473276353,2024-01-01 09:15:20,ERROR,proxy-01,cron,8474,user_0047,BGP session dropped unexpected reset,2024-01-01 09:15:20 ERROR [proxy-01] cron[8474]: BGP session dropped unexpected reset,Network Issue,1
LOG0006680,blk_191775266,2024-01-01 09:16:36,ERROR,server-01,network-manager,12394,user_0132,Critical thread pool exhausted all workers busy,2024-01-01 09:16:36 ERROR [server-01] network-manager[12394]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0006691,blk_891152698,2024-01-01 09:17:34,ERROR,server-01,network-manager,11160,user_0050,DNS resolution failed for db.internal host,2024-01-01 09:17:34 ERROR [server-01] network-manager[11160]: DNS resolution failed for db.internal host,Network Issue,1
LOG0006692,blk_453922759,2024-01-01 09:17:39,ERROR,proxy-01,java-app,64791,user_0103,Unauthorized access detected from IP address,2024-01-01 09:17:39 ERROR [proxy-01] java-app[64791]: Unauthorized access detected from IP address,Security Attack,1
LOG0006701,blk_319045998,2024-01-01 09:18:24,ERROR,server-01,nginx,17867,user_0114,SSL handshake timeout connection reset,2024-01-01 09:18:24 ERROR [server-01] nginx[17867]: SSL handshake timeout connection reset,Network Issue,1
LOG0006711,blk_207351908,2024-01-01 09:19:13,ERROR,app-server,redis,63531,user_0176,Malware signature matched in process,2024-01-01 09:19:13 ERROR [app-server] redis[63531]: Malware signature matched in process,Security Attack,1
